Image_Path,Red Pixel Value,Green Pixel Value,Blue Pixel Value,Mean RGB Pixel,Detected Disease,Encoded_Labels
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (185).PNG,86.04339410589411,74.41789460539461,67.14666583416583,75.86931818181819,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (240).jpg,171.55387693156732,161.90035182119206,197.55449348096028,177.00290741123987,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (855).PNG,227.95585099711528,164.0974539069359,133.7325975166186,175.2619674735566,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (351).jpg,150.18545227920228,120.67592592592592,81.70325854700855,117.52154558404557,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (175).PNG,178.42836825912812,147.65104196900214,124.54101120334359,150.2068071438246,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (376).PNG,238.10170081175107,197.9074410514109,179.749188248937,205.25277670403298,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (153).jpg,160.3184830517443,142.66839710202132,183.87816018969005,162.2883467811519,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (86).PNG,180.84230254350737,143.9227708218495,109.4661101924036,144.74372785258683,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (79).jpg,183.16862323633157,108.26179453262786,87.27017195767196,126.23352990887713,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (135).PNG,188.2203048369159,141.9732264945578,121.2140057248081,150.4691790187606,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (392).jpg,177.62926141652704,160.0902577196202,180.69476315859464,172.80476076491394,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (323).jpg,134.45711711711712,98.88198198198198,95.69873873873874,109.67927927927929,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (801).PNG,221.18081709780412,166.18433570078844,141.86179709389458,176.40898329749572,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (440).PNG,151.9862792574657,148.500403551251,138.3853914447135,146.29069141781005,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (610).PNG,121.46016012199772,122.71940526115135,119.48455966450629,121.22137501588513,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (619).PNG,225.6866157328806,204.97021788341823,179.65492359932088,203.43725240520655,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (806).PNG,247.9996742034274,201.29048022414804,172.40203297061316,207.23072913272952,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (142).jpg,171.99863134165676,159.51415622109923,173.42232192991148,168.3117031642225,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (25).jpg,160.86440826330534,140.74553571428572,136.88699229691878,146.1656454248366,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (691).PNG,131.6307055373469,110.47614283249956,99.4271174745558,113.84465528146741,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (317).jpg,249.5146792763158,213.73486842105262,196.21907894736842,219.8228755482456,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Bluish nail\Blue Nail (187).PNG,113.90421117344194,74.28694382540536,69.16560362714209,85.78558620866312,Bluish nail,0
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (826).PNG,189.63887733887734,144.86361746361746,129.34636174636174,154.61628551628553,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (542).PNG,157.1404761904762,145.0547619047619,139.97482993197278,147.39002267573696,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (117).PNG,234.01357840702104,197.56151680741846,172.07065187393056,201.2152490294567,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (36).PNG,213.91445810564662,181.4587659380692,171.62420309653916,188.999142380085,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (259).jpg,144.42354371954409,132.61264641668257,154.96283859506397,143.99967624376356,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (56).PNG,193.02533847666592,165.14102564102564,157.17817613392836,171.78151341720664,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (96).jpg,197.04908675799086,136.06262230919765,111.33284409654273,148.14818438791042,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (335).jpg,140.87148102815178,107.69129946960425,93.74668502651978,114.10315517475861,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (81).PNG,239.02399139039818,203.4710449641704,160.38245006168464,200.9591621387511,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (260).jpg,246.52671863926292,195.8619418851878,199.5978738483345,213.99551145759506,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (840).PNG,243.0707387432585,183.1734604289477,150.5684811237928,192.27089343199967,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (225).jpg,148.70655183561027,136.00927643784786,163.7770562770563,149.49762818350482,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (319).PNG,161.14428412874585,138.08279689234183,125.60832408435073,141.61180170181282,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (301).PNG,158.05892034233048,130.51900921658986,98.82200460829493,129.13331138907176,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (602).PNG,248.87938596491227,228.654428409734,204.752688172043,227.42883418222974,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (194).PNG,195.07395367736692,187.00426655830964,183.03607708829165,188.37143244132275,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (256).PNG,81.67645133129638,75.72217372326494,72.44402007856831,76.61421504437654,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (197).PNG,225.89599088617413,203.40597731239092,169.64148245103743,199.64781688320082,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (329).jpg,141.82675675675677,113.34567567567568,109.9309009009009,121.70111111111112,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (253).jpg,181.04896086875118,147.24105972664296,100.67375023403856,142.9879236098109,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (36).jpg,235.74641316894431,211.04399164028473,211.7803734809237,219.52359276338424,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (204).PNG,141.59473929236498,129.02297486033518,123.87453445065177,131.49741620111732,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (82).PNG,198.492458723784,167.41045226658267,132.2430637583012,166.04865824955596,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (308).jpg,197.43259604057997,184.29253959705488,199.43439248992829,193.7198427091877,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (129).jpg,150.1094683094683,132.36363636363637,147.94736374736374,143.47348947348948,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (181).PNG,126.69666802112963,114.78330527660069,110.27703604806409,117.25233644859811,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (252).PNG,207.1403057095066,162.81668221165336,149.2851747076643,173.08072087627477,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (285).PNG,226.73617511520737,195.61981566820276,168.66713298222516,197.00770792187845,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (159).PNG,104.27229601518026,88.18216318785579,78.02846299810247,90.16097406704618,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (152).jpg,155.60887870649242,143.51526358391754,171.31728461800282,156.81380896947093,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (421).jpg,168.12796848013818,155.81230030224526,173.072603626943,165.67095746977546,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (328).PNG,163.9374028856826,129.02441731409544,110.95693673695894,134.639585645579,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (405).jpg,161.80449808808373,152.05324212182026,179.774378627217,164.54403961237367,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (70).PNG,243.77116686579052,208.2504181600956,169.0863002787734,207.03596176821983,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (280).PNG,201.89751871179595,154.5991937162282,139.67141238408706,165.3893749373704,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (233).PNG,162.18464172169234,134.05233553436048,136.20873074101246,144.1485693323551,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (30).jpg,250.39304262601007,224.76483049851288,222.8269527452141,232.66160862324568,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (545).PNG,145.99277605779153,142.84184726522187,136.9628482972136,141.9324905400757,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (11).PNG,111.99769245408697,89.30904462841374,83.3305262156247,94.87908776604179,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (236).PNG,123.44918528864059,92.2889199255121,78.03936219739292,97.9258224705152,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (742).PNG,205.74824175824176,195.78479853479854,192.29355311355312,197.94219780219782,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (318).jpg,207.93723580917873,196.9661911231884,236.68849889291465,213.86397527509394,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (445).PNG,166.80783083536656,136.1257406761938,128.17799465551295,143.70385538902443,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (233).jpg,186.73461538461538,143.12263133208256,128.3878283302064,152.7483583489681,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (775).PNG,250.57053495797223,178.875154753372,140.54095262917835,189.99554744684085,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (94).PNG,173.5253258704586,150.1397398078814,143.4596853490659,155.70825034246863,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (269).jpg,147.36250734861846,106.9675925925926,110.77858612580835,121.70289535567314,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (618).PNG,194.42628749292587,185.09387379739672,170.13844086021504,183.2195340501792,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (106).PNG,236.30702542785454,191.18662697075234,174.2918585926675,200.5951703304248,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (58).jpg,214.51892324093816,148.23720682302772,137.11567164179104,166.623933901919,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (779).PNG,209.69674855020526,148.6838470059295,121.91653091809474,160.0990421580765,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (5).PNG,192.09457478005865,138.57703674853371,127.37031479105572,152.68064210654936,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (584).PNG,127.83281733746131,123.81217750257998,118.7076883384933,123.45089439284486,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (588).PNG,122.26341589267285,118.95433436532508,114.08101135190918,118.4329205366357,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (545).PNG,127.1420639219935,100.2260292524377,84.45977789815818,103.94262369086312,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (143).PNG,208.5165790346265,154.3887546776562,121.44680498318412,161.45071289848894,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (148).PNG,198.4529629103311,173.49322628013832,149.43522334328077,173.7938041779167,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (688).PNG,136.3231671554252,110.10274279799897,96.65851302397792,114.3614743258007,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Bluish nail\Blue Nail (30).PNG,200.3605271636261,164.95592203294268,153.6829668559462,172.99980535083833,Bluish nail,0
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (175).PNG,148.64613234806498,120.57401354743972,103.89988631519114,124.37334407023195,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (63).PNG,240.91222620469932,192.4,149.3494225408204,194.22054958183992,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (295).PNG,117.94124954486067,72.46754053417293,83.04461436312621,91.15113481405326,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (121).PNG,254.89269746646795,232.79439200750676,212.23756692609152,233.30821880002205,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (443).PNG,175.63613918903218,144.50624491692807,137.39749622400373,152.51329344332132,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (129).PNG,213.68576564430964,182.1428865670524,169.38211062427442,188.4035876118788,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (102).jpg,116.23143475126172,72.8002883922134,76.79812545061283,88.60994953136264,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (407).PNG,197.53797981618308,151.83650207244548,140.35929897278788,163.24459362047216,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (379).PNG,242.9378237340549,191.41611905682257,169.44460765365287,201.2661834815101,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (315).PNG,143.12652608213097,117.18568257491675,101.78823529411764,120.70014798372178,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (131).jpg,114.33771907856709,104.602184998626,113.72939439759908,110.88976615826407,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (185).PNG,216.84598603839441,189.27326934264107,158.31161528020166,188.1436235537457,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (393).jpg,187.70685922497938,153.91762014947207,196.15339237745684,179.25929058396946,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (114).PNG,221.4822542363526,175.1082408787327,153.50057956615333,183.3636915604129,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (429).jpg,141.45378915250015,125.16708387819914,147.8723789360068,138.16441732223538,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (726).PNG,130.7951282051282,114.36670329670329,106.61985347985348,117.26056166056166,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (12).PNG,225.84872495446265,184.97816484517304,174.67424863387978,195.16704614450518,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (7).PNG,243.99710837887068,192.96031420765027,176.77065118397087,204.57602459016394,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (135).PNG,239.63543422087406,183.63625809834102,163.18408044039995,195.48525758653832,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (154).PNG,184.0262959308063,175.739188483195,175.0105648110524,178.2586830750179,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (276).PNG,182.94060016495672,146.3806106481874,135.53886118198426,154.95335733170947,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (196).jpg,163.88606627017842,110.07442650807137,89.59269328802039,121.1843953554234,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (101).jpg,158.11015047413997,139.01055337438854,155.06441753605523,150.72837379486126,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (356).PNG,212.3070213553485,202.6933326896152,207.00769243148426,207.3360154921493,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (32).PNG,201.2747495446266,149.84405737704918,138.79467213114754,163.30449301760777,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (70).jpg,156.58782178217822,89.5630693069307,73.10811881188118,106.41966996699671,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (654).PNG,115.24780785360275,124.91307662981319,124.76744186046511,121.64277544796035,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (802).PNG,223.74516192089658,152.72874177363653,123.72040138137747,166.7314350253035,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (766).PNG,245.6431875936665,171.5725548967225,137.1663517299798,184.7940314067896,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (437).PNG,172.6403204014669,113.89123721289326,86.46216946535418,124.33124235990478,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (55).PNG,167.1365936358894,112.09079290558164,100.3943661971831,126.54058424621803,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (263).jpg,189.34910836762688,137.13683127572017,112.6795267489712,146.3884887974394,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (303).PNG,145.61259040105193,116.90417488494411,118.13519066403681,126.88398531667762,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Bluish nail\Blue Nail (143).PNG,132.39954887218045,109.72639097744361,108.44007518796992,116.85533834586465,Bluish nail,0
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (229).jpg,146.55056285178236,100.89242495309568,84.79507504690432,110.74602095059413,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Bluish nail\Blue Nail (116).PNG,104.61451706188548,68.00967161493477,69.06458453826875,80.56292440502966,Bluish nail,0
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (200).jpg,199.61197960917588,144.41665250637215,121.69065420560747,155.23976210705183,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (316).jpg,191.93573190789473,133.59560032894737,119.77409539473685,148.43514254385966,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (594).PNG,193.0133994306469,166.22263669382545,148.74001177971925,169.3253493013972,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (519).PNG,156.8639455782313,148.67414965986396,147.21768707482994,150.91859410430843,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (103).PNG,150.8495083863505,132.86395315211104,122.26743782533256,135.32696645459802,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (532).PNG,212.22857142857143,204.85034013605443,201.2295918367347,206.10283446712018,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Bluish nail\Blue Nail (182).PNG,126.92962962962963,101.44993464052287,97.46505446623094,108.61487291212781,Bluish nail,0
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (57).PNG,176.3426921545201,141.39446435682996,116.74532058940662,144.8274923669189,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (446).PNG,221.45523992099453,198.3369640989892,188.10718020216103,202.63312807404827,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (88).PNG,200.13888258578524,179.99954617653734,175.454970627537,185.19779979661985,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (243).PNG,210.78924852194154,158.84790065597275,141.37693380918978,170.33802766236803,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (403).PNG,178.8164457070707,122.31518308080808,93.62284301346801,131.58482393378225,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Bluish nail\Blue Nail (56).PNG,216.848082010582,176.25472883597882,170.74292328042327,187.94857804232802,Bluish nail,0
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (307).PNG,196.2496899735138,179.51586876310915,179.66530918443897,185.14362264035398,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (359).PNG,228.47394665635872,171.54037495168149,148.69476227290298,182.9030279603144,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (199).jpg,174.4525044946633,163.02872032953277,189.26383673562276,175.58168718660627,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (238).PNG,95.98769031422093,66.72303206997084,61.982831227729186,74.89785120397364,Splinter Hemmorrage,2
